Sales Person,Country,Product,Date,Amount,Boxes Shipped,3%,5%,First Name,Second Name
Gigi Bohling,Canada,White Choc,11-07-24,"$6,987.59 ",4,$209.63 ,$349.38 ,Gigi,Bohling
Wilone O'Kielt,New Zealand,Eclairs,11-03-24,"$3,735.00 ",21,$112.05 ,$186.75 ,Wilone,O'Kielt
Brien Boise,UK,Peanut Butter Cubes,10-01-24,"$17,346.79 ",32,$520.40 ,$867.34 ,Brien,Boise
Roddy Speechley,UK,Baker's Choco Chips,04-04-24,"$16,517.20 ",349,$495.52 ,$825.86 ,Roddy,Speechley
Karlen McCaffrey,Australia,50% Dark Bites,17-01-24,"$7,642.94 ",778,$229.29 ,$382.15 ,Karlen,McCaffrey
Marney O'Breen,New Zealand,Organic Choco Syrup,08-07-24,"$10,337.23 ",49,$310.12 ,$516.86 ,Marney,O'Breen
Jan Morforth,UK,Organic Choco Syrup,12-04-24,"$1,367.24 ",384,$41.02 ,$68.36 ,Jan,Morforth
Rafaelita Blaksland,Canada,Fruit & Nut Bars,24-08-24,$570.58 ,191,$17.12 ,$28.53 ,Rafaelita,Blaksland
Ches Bonnell,UK,Choco Coated Almonds,07-06-24,"$2,012.27 ",259,$60.37 ,$100.61 ,Ches,Bonnell
Gunar Cockshoot,Canada,Almond Choco,28-07-24,"$1,469.24 ",29,$44.08 ,$73.46 ,Gunar,Cockshoot
Husein Augar,USA,99% Dark & Pure,21-02-24,"$10,020.18 ",113,$300.61 ,$501.01 ,Husein,Augar
Dennison Crosswaite,Canada,Mint Chip Choco,08-04-24,"$1,914.65 ",304,$57.44 ,$95.73 ,Dennison,Crosswaite
Brien Boise,UK,Manuka Honey Choco,28-06-24,$73.91 ,101,$2.22 ,$3.70 ,Brien,Boise
Van Tuxwell,UK,Baker's Choco Chips,24-03-24,"$2,794.33 ",21,$83.83 ,$139.72 ,Van,Tuxwell
Barr Faughny,Australia,Caramel Stuffed Bars,29-07-24,"$3,192.06 ",54,$95.76 ,$159.60 ,Barr,Faughny
Dennison Crosswaite,USA,Eclairs,25-05-24,"$2,447.37 ",98,$73.42 ,$122.37 ,Dennison,Crosswaite
Gigi Bohling,Australia,Raspberry Choco,30-03-24,"$7,696.46 ",313,$230.89 ,$384.82 ,Gigi,Bohling
Dennison Crosswaite,USA,Organic Choco Syrup,18-07-24,"$14,731.55 ",132,$441.95 ,$736.58 ,Dennison,Crosswaite
Beverie Moffet,Canada,Orange Choco,10-05-24,"$9,321.64 ",111,$279.65 ,$466.08 ,Beverie,Moffet
Mallorie Waber,Australia,Choco Coated Almonds,18-03-24,"$18,473.63 ",88,$554.21 ,$923.68 ,Mallorie,Waber
Ches Bonnell,India,Caramel Stuffed Bars,15-06-24,"$7,437.55 ",54,$223.13 ,$371.88 ,Ches,Bonnell
Van Tuxwell,Canada,50% Dark Bites,12-05-24,"$14,581.33 ",58,$437.44 ,$729.07 ,Van,Tuxwell
Kelci Walkden,New Zealand,Baker's Choco Chips,23-06-24,"$3,389.96 ",115,$101.70 ,$169.50 ,Kelci,Walkden
Beverie Moffet,India,Spicy Special Slims,21-04-24,"$3,968.38 ",182,$119.05 ,$198.42 ,Beverie,Moffet
Gigi Bohling,Australia,Almond Choco,17-08-24,"$1,084.26 ",120,$32.53 ,$54.21 ,Gigi,Bohling
Rafaelita Blaksland,New Zealand,Eclairs,07-02-24,"$20,690.20 ",51,$620.71 ,"$1,034.51 ",Rafaelita,Blaksland
Kelci Walkden,Canada,Smooth Sliky Salty,17-03-24,"$8,929.57 ",121,$267.89 ,$446.48 ,Kelci,Walkden
Jan Morforth,India,Baker's Choco Chips,01-08-24,"$15,497.27 ",85,$464.92 ,$774.86 ,Jan,Morforth
Jehu Rudeforth,Australia,Milk Bars,18-03-24,"$9,172.13 ",30,$275.16 ,$458.61 ,Jehu,Rudeforth
Gigi Bohling,Canada,Fruit & Nut Bars,14-06-24,"$6,093.61 ",104,$182.81 ,$304.68 ,Gigi,Bohling
Beverie Moffet,UK,Eclairs,22-04-24,"$9,144.79 ",156,$274.34 ,$457.24 ,Beverie,Moffet
Marney O'Breen,New Zealand,Eclairs,18-01-24,"$5,902.91 ",31,$177.09 ,$295.15 ,Marney,O'Breen
Husein Augar,Australia,99% Dark & Pure,26-08-24,"$3,277.47 ",131,$98.32 ,$163.87 ,Husein,Augar
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,10-06-24,"$9,759.53 ",424,$292.79 ,$487.98 ,Gunar,Cockshoot
Curtice Advani,Canada,70% Dark Bites,31-01-24,"$2,504.90 ",7,$75.15 ,$125.25 ,Curtice,Advani
Kelci Walkden,New Zealand,Manuka Honey Choco,08-04-24,"$1,527.99 ",107,$45.84 ,$76.40 ,Kelci,Walkden
Dotty Strutley,Australia,Baker's Choco Chips,07-06-24,"$3,767.49 ",65,$113.02 ,$188.37 ,Dotty,Strutley
Barr Faughny,Australia,85% Dark Bars,10-02-24,"$9,452.18 ",42,$283.57 ,$472.61 ,Barr,Faughny
Beverie Moffet,Australia,50% Dark Bites,16-05-24,$764.63 ,441,$22.94 ,$38.23 ,Beverie,Moffet
Gunar Cockshoot,India,Baker's Choco Chips,18-03-24,"$2,432.75 ",535,$72.98 ,$121.64 ,Gunar,Cockshoot
Van Tuxwell,Australia,50% Dark Bites,13-07-24,$779.04 ,134,$23.37 ,$38.95 ,Van,Tuxwell
Oby Sorrel,USA,Manuka Honey Choco,25-07-24,"$5,050.53 ",85,$151.52 ,$252.53 ,Oby,Sorrel
Van Tuxwell,Canada,Choco Coated Almonds,19-08-24,"$2,727.35 ",293,$81.82 ,$136.37 ,Van,Tuxwell
Karlen McCaffrey,Canada,70% Dark Bites,24-06-24,"$9,089.21 ",602,$272.68 ,$454.46 ,Karlen,McCaffrey
Kelci Walkden,Canada,Fruit & Nut Bars,20-06-24,$881.49 ,152,$26.44 ,$44.07 ,Kelci,Walkden
Camilla Castle,India,99% Dark & Pure,02-08-24,$227.55 ,225,$6.83 ,$11.38 ,Camilla,Castle
Madelene Upcott,New Zealand,70% Dark Bites,22-02-24,"$14,193.58 ",102,$425.81 ,$709.68 ,Madelene,Upcott
Mallorie Waber,New Zealand,Orange Choco,01-02-24,"$7,459.88 ",23,$223.80 ,$372.99 ,Mallorie,Waber
Jan Morforth,Canada,70% Dark Bites,14-02-24,"$6,578.55 ",312,$197.36 ,$328.93 ,Jan,Morforth
Kelci Walkden,Australia,Milk Bars,24-02-24,"$8,975.44 ",137,$269.26 ,$448.77 ,Kelci,Walkden
Dennison Crosswaite,India,Orange Choco,18-03-24,$852.29 ,123,$25.57 ,$42.61 ,Dennison,Crosswaite
Husein Augar,UK,Eclairs,30-08-24,"$1,955.20 ",250,$58.66 ,$97.76 ,Husein,Augar
Gigi Bohling,USA,Peanut Butter Cubes,09-05-24,$323.29 ,72,$9.70 ,$16.16 ,Gigi,Bohling
Wilone O'Kielt,USA,Smooth Sliky Salty,18-01-24,$542.39 ,86,$16.27 ,$27.12 ,Wilone,O'Kielt
Curtice Advani,India,White Choc,04-07-24,"$7,666.62 ",347,$230.00 ,$383.33 ,Curtice,Advani
Oby Sorrel,New Zealand,Spicy Special Slims,03-06-24,"$1,826.32 ",13,$54.79 ,$91.32 ,Oby,Sorrel
Beverie Moffet,New Zealand,Peanut Butter Cubes,23-02-24,"$11,510.68 ",30,$345.32 ,$575.53 ,Beverie,Moffet
Dotty Strutley,New Zealand,99% Dark & Pure,09-05-24,"$12,263.85 ",223,$367.92 ,$613.19 ,Dotty,Strutley
Kelci Walkden,India,70% Dark Bites,06-06-24,"$3,878.60 ",108,$116.36 ,$193.93 ,Kelci,Walkden
Kelci Walkden,India,Drinking Coco,04-07-24,"$8,328.52 ",238,$249.86 ,$416.43 ,Kelci,Walkden
Brien Boise,New Zealand,Drinking Coco,06-06-24,"$1,666.46 ",98,$49.99 ,$83.32 ,Brien,Boise
Dotty Strutley,Australia,Almond Choco,13-05-24,"$1,754.11 ",95,$52.62 ,$87.71 ,Dotty,Strutley
Wilone O'Kielt,New Zealand,Organic Choco Syrup,31-01-24,"$2,390.70 ",274,$71.72 ,$119.54 ,Wilone,O'Kielt
Ches Bonnell,New Zealand,Caramel Stuffed Bars,30-06-24,"$8,546.72 ",41,$256.40 ,$427.34 ,Ches,Bonnell
Barr Faughny,Canada,Manuka Honey Choco,25-08-24,"$4,115.57 ",274,$123.47 ,$205.78 ,Barr,Faughny
Gigi Bohling,New Zealand,Smooth Sliky Salty,10-01-24,$787.38 ,95,$23.62 ,$39.37 ,Gigi,Bohling
Brien Boise,USA,Manuka Honey Choco,22-08-24,"$2,095.78 ",8,$62.87 ,$104.79 ,Brien,Boise
Roddy Speechley,New Zealand,85% Dark Bars,14-04-24,"$5,220.80 ",267,$156.62 ,$261.04 ,Roddy,Speechley
Oby Sorrel,UK,Smooth Sliky Salty,31-05-24,"$11,264.45 ",340,$337.93 ,$563.22 ,Oby,Sorrel
Oby Sorrel,UK,Raspberry Choco,08-04-24,"$5,477.33 ",341,$164.32 ,$273.87 ,Oby,Sorrel
Roddy Speechley,USA,Drinking Coco,21-02-24,"$3,389.00 ",160,$101.67 ,$169.45 ,Roddy,Speechley
Andria Kimpton,Australia,Manuka Honey Choco,30-03-24,"$11,559.52 ",413,$346.79 ,$577.98 ,Andria,Kimpton
Mallorie Waber,India,Raspberry Choco,02-03-24,"$1,676.82 ",2,$50.30 ,$83.84 ,Mallorie,Waber
Jehu Rudeforth,USA,Orange Choco,28-07-24,$437.48 ,174,$13.12 ,$21.87 ,Jehu,Rudeforth
Kaine Padly,New Zealand,70% Dark Bites,24-03-24,"$8,487.63 ",40,$254.63 ,$424.38 ,Kaine,Padly
Curtice Advani,Australia,After Nines,11-08-24,$71.99 ,101,$2.16 ,$3.60 ,Curtice,Advani
Husein Augar,UK,Almond Choco,17-05-24,"$9,863.62 ",167,$295.91 ,$493.18 ,Husein,Augar
Kaine Padly,Canada,Choco Coated Almonds,18-05-24,"$3,468.53 ",166,$104.06 ,$173.43 ,Kaine,Padly
Roddy Speechley,UK,Peanut Butter Cubes,17-08-24,"$6,770.35 ",173,$203.11 ,$338.52 ,Roddy,Speechley
Ches Bonnell,New Zealand,Eclairs,04-04-24,$564.14 ,50,$16.92 ,$28.21 ,Ches,Bonnell
Brien Boise,India,85% Dark Bars,09-08-24,"$21,044.07 ",210,$631.32 ,"$1,052.20 ",Brien,Boise
Brien Boise,New Zealand,Organic Choco Syrup,17-01-24,$677.38 ,327,$20.32 ,$33.87 ,Brien,Boise
Andria Kimpton,Canada,White Choc,14-02-24,"$4,368.01 ",29,$131.04 ,$218.40 ,Andria,Kimpton
Gigi Bohling,New Zealand,Orange Choco,16-05-24,"$9,866.20 ",306,$295.99 ,$493.31 ,Gigi,Bohling
Ches Bonnell,Canada,Smooth Sliky Salty,16-03-24,"$10,723.86 ",125,$321.72 ,$536.19 ,Ches,Bonnell
Husein Augar,Canada,70% Dark Bites,31-01-24,"$5,443.42 ",284,$163.30 ,$272.17 ,Husein,Augar
Barr Faughny,Canada,Organic Choco Syrup,10-03-24,"$1,312.35 ",200,$39.37 ,$65.62 ,Barr,Faughny
Oby Sorrel,UK,Organic Choco Syrup,30-06-24,"$8,471.68 ",162,$254.15 ,$423.58 ,Oby,Sorrel
Van Tuxwell,New Zealand,Eclairs,01-03-24,"$5,774.60 ",178,$173.24 ,$288.73 ,Van,Tuxwell
Mallorie Waber,UK,Drinking Coco,27-05-24,"$3,780.02 ",97,$113.40 ,$189.00 ,Mallorie,Waber
Oby Sorrel,UK,Milk Bars,11-07-24,"$6,831.03 ",243,$204.93 ,$341.55 ,Oby,Sorrel
Karlen McCaffrey,New Zealand,Mint Chip Choco,02-03-24,"$4,834.51 ",63,$145.04 ,$241.73 ,Karlen,McCaffrey
Jehu Rudeforth,USA,Raspberry Choco,04-03-24,"$8,119.65 ",143,$243.59 ,$405.98 ,Jehu,Rudeforth
Kelci Walkden,UK,85% Dark Bars,23-06-24,"$4,811.88 ",242,$144.36 ,$240.59 ,Kelci,Walkden
Kelci Walkden,USA,Almond Choco,27-01-24,"$5,930.01 ",252,$177.90 ,$296.50 ,Kelci,Walkden
Marney O'Breen,Canada,Orange Choco,14-01-24,"$3,040.05 ",426,$91.20 ,$152.00 ,Marney,O'Breen
Dennison Crosswaite,India,Fruit & Nut Bars,29-07-24,"$1,126.87 ",23,$33.81 ,$56.34 ,Dennison,Crosswaite
Brien Boise,Canada,Smooth Sliky Salty,13-05-24,"$6,051.65 ",490,$181.55 ,$302.58 ,Brien,Boise
Barr Faughny,Canada,Baker's Choco Chips,03-02-24,"$12,279.35 ",162,$368.38 ,$613.97 ,Barr,Faughny
Brien Boise,India,Smooth Sliky Salty,27-05-24,"$7,091.66 ",28,$212.75 ,$354.58 ,Brien,Boise
Jan Morforth,Australia,Drinking Coco,18-02-24,"$3,160.97 ",25,$94.83 ,$158.05 ,Jan,Morforth
Brien Boise,India,Spicy Special Slims,28-01-24,"$1,408.28 ",35,$42.25 ,$70.41 ,Brien,Boise
Van Tuxwell,UK,Eclairs,29-06-24,"$5,776.61 ",114,$173.30 ,$288.83 ,Van,Tuxwell
Wilone O'Kielt,India,Caramel Stuffed Bars,13-01-24,"$4,890.59 ",274,$146.72 ,$244.53 ,Wilone,O'Kielt
Jehu Rudeforth,UK,After Nines,27-06-24,"$2,048.13 ",172,$61.44 ,$102.41 ,Jehu,Rudeforth
Barr Faughny,Canada,White Choc,29-03-24,"$4,590.46 ",1,$137.71 ,$229.52 ,Barr,Faughny
Gunar Cockshoot,India,Organic Choco Syrup,03-06-24,"$8,665.99 ",162,$259.98 ,$433.30 ,Gunar,Cockshoot
Mallorie Waber,Canada,Smooth Sliky Salty,21-03-24,"$2,202.46 ",97,$66.07 ,$110.12 ,Mallorie,Waber
Mallorie Waber,India,Eclairs,12-04-24,"$11,720.11 ",48,$351.60 ,$586.01 ,Mallorie,Waber
Rafaelita Blaksland,Australia,Raspberry Choco,19-01-24,"$7,884.86 ",266,$236.55 ,$394.24 ,Rafaelita,Blaksland
Karlen McCaffrey,UK,50% Dark Bites,06-04-24,"$3,857.88 ",303,$115.74 ,$192.89 ,Karlen,McCaffrey
Kaine Padly,Australia,50% Dark Bites,02-08-24,"$10,123.96 ",84,$303.72 ,$506.20 ,Kaine,Padly
Gigi Bohling,Australia,Eclairs,12-04-24,"$8,170.88 ",137,$245.13 ,$408.54 ,Gigi,Bohling
Oby Sorrel,India,Drinking Coco,21-07-24,"$19,390.61 ",141,$581.72 ,$969.53 ,Oby,Sorrel
Van Tuxwell,New Zealand,Baker's Choco Chips,22-03-24,"$10,197.43 ",24,$305.92 ,$509.87 ,Van,Tuxwell
Husein Augar,India,Peanut Butter Cubes,09-05-24,"$5,188.18 ",5,$155.65 ,$259.41 ,Husein,Augar
Andria Kimpton,Australia,Baker's Choco Chips,09-08-24,$350.27 ,117,$10.51 ,$17.51 ,Andria,Kimpton
Madelene Upcott,Canada,Choco Coated Almonds,20-07-24,"$3,766.32 ",300,$112.99 ,$188.32 ,Madelene,Upcott
Brien Boise,India,70% Dark Bites,14-04-24,"$4,888.37 ",435,$146.65 ,$244.42 ,Brien,Boise
Jehu Rudeforth,Canada,White Choc,25-01-24,"$5,230.36 ",142,$156.91 ,$261.52 ,Jehu,Rudeforth
Andria Kimpton,Australia,Almond Choco,25-04-24,"$3,790.18 ",168,$113.71 ,$189.51 ,Andria,Kimpton
Dotty Strutley,Canada,After Nines,17-01-24,$302.18 ,233,$9.07 ,$15.11 ,Dotty,Strutley
Karlen McCaffrey,USA,Eclairs,15-08-24,"$1,017.17 ",123,$30.52 ,$50.86 ,Karlen,McCaffrey
Karlen McCaffrey,Canada,Fruit & Nut Bars,02-06-24,$241.36 ,17,$7.24 ,$12.07 ,Karlen,McCaffrey
Gunar Cockshoot,USA,85% Dark Bars,30-06-24,"$8,347.30 ",138,$250.42 ,$417.37 ,Gunar,Cockshoot
Dotty Strutley,New Zealand,Raspberry Choco,10-02-24,"$6,291.74 ",88,$188.75 ,$314.59 ,Dotty,Strutley
Marney O'Breen,Canada,Caramel Stuffed Bars,23-02-24,"$1,543.77 ",674,$46.31 ,$77.19 ,Marney,O'Breen
Dennison Crosswaite,India,Organic Choco Syrup,27-01-24,"$9,744.50 ",225,$292.34 ,$487.23 ,Dennison,Crosswaite
Camilla Castle,UK,Mint Chip Choco,26-05-24,"$5,414.75 ",325,$162.44 ,$270.74 ,Camilla,Castle
Brien Boise,USA,70% Dark Bites,14-04-24,"$1,898.07 ",22,$56.94 ,$94.90 ,Brien,Boise
Madelene Upcott,Australia,99% Dark & Pure,01-08-24,"$4,911.08 ",163,$147.33 ,$245.55 ,Madelene,Upcott
Mallorie Waber,Australia,Eclairs,22-08-24,"$11,293.17 ",219,$338.80 ,$564.66 ,Mallorie,Waber
Marney O'Breen,India,99% Dark & Pure,22-07-24,"$12,398.37 ",161,$371.95 ,$619.92 ,Marney,O'Breen
Husein Augar,USA,Fruit & Nut Bars,28-04-24,"$1,508.57 ",28,$45.26 ,$75.43 ,Husein,Augar
Kelci Walkden,Australia,Almond Choco,30-05-24,"$5,869.09 ",354,$176.07 ,$293.45 ,Kelci,Walkden
Ches Bonnell,USA,Milk Bars,21-07-24,"$2,770.47 ",159,$83.11 ,$138.52 ,Ches,Bonnell
Jan Morforth,UK,Caramel Stuffed Bars,02-08-24,"$3,541.73 ",494,$106.25 ,$177.09 ,Jan,Morforth
Brien Boise,New Zealand,70% Dark Bites,15-06-24,"$7,624.41 ",139,$228.73 ,$381.22 ,Brien,Boise
Oby Sorrel,India,85% Dark Bars,05-07-24,"$9,928.42 ",130,$297.85 ,$496.42 ,Oby,Sorrel
Kaine Padly,New Zealand,Smooth Sliky Salty,12-04-24,$7.67 ,548,$0.23 ,$0.38 ,Kaine,Padly
Gigi Bohling,Australia,70% Dark Bites,18-08-24,"$1,624.86 ",103,$48.75 ,$81.24 ,Gigi,Bohling
Jan Morforth,UK,50% Dark Bites,12-01-24,"$6,301.56 ",287,$189.05 ,$315.08 ,Jan,Morforth
Gunar Cockshoot,Canada,White Choc,11-08-24,"$8,578.40 ",15,$257.35 ,$428.92 ,Gunar,Cockshoot
Jehu Rudeforth,Australia,Spicy Special Slims,13-01-24,"$5,573.57 ",372,$167.21 ,$278.68 ,Jehu,Rudeforth
Husein Augar,UK,Baker's Choco Chips,29-04-24,"$3,465.68 ",133,$103.97 ,$173.28 ,Husein,Augar
Rafaelita Blaksland,New Zealand,After Nines,07-07-24,"$1,245.91 ",90,$37.38 ,$62.30 ,Rafaelita,Blaksland
Madelene Upcott,New Zealand,Mint Chip Choco,11-03-24,"$8,888.61 ",4,$266.66 ,$444.43 ,Madelene,Upcott
Madelene Upcott,UK,70% Dark Bites,16-02-24,"$5,931.82 ",243,$177.95 ,$296.59 ,Madelene,Upcott
Barr Faughny,Australia,Organic Choco Syrup,07-01-24,"$2,620.66 ",34,$78.62 ,$131.03 ,Barr,Faughny
Beverie Moffet,New Zealand,Drinking Coco,12-01-24,"$1,284.37 ",560,$38.53 ,$64.22 ,Beverie,Moffet
Beverie Moffet,India,Eclairs,09-06-24,"$11,033.61 ",155,$331.01 ,$551.68 ,Beverie,Moffet
Andria Kimpton,India,Eclairs,16-05-24,"$2,413.05 ",82,$72.39 ,$120.65 ,Andria,Kimpton
Gigi Bohling,UK,85% Dark Bars,23-06-24,"$13,136.08 ",90,$394.08 ,$656.80 ,Gigi,Bohling
Roddy Speechley,UK,Raspberry Choco,28-01-24,"$14,297.82 ",211,$428.93 ,$714.89 ,Roddy,Speechley
Dotty Strutley,UK,Mint Chip Choco,14-07-24,"$2,837.65 ",212,$85.13 ,$141.88 ,Dotty,Strutley
Barr Faughny,Canada,Drinking Coco,18-04-24,"$7,496.03 ",259,$224.88 ,$374.80 ,Barr,Faughny
Oby Sorrel,USA,Milk Bars,14-06-24,"$1,815.29 ",79,$54.46 ,$90.76 ,Oby,Sorrel
Oby Sorrel,UK,Orange Choco,15-04-24,"$8,250.03 ",228,$247.50 ,$412.50 ,Oby,Sorrel
Curtice Advani,Canada,Peanut Butter Cubes,19-05-24,"$5,605.82 ",64,$168.17 ,$280.29 ,Curtice,Advani
Gigi Bohling,India,White Choc,13-04-24,"$1,563.39 ",179,$46.90 ,$78.17 ,Gigi,Bohling
Husein Augar,Canada,Choco Coated Almonds,15-08-24,"$3,997.02 ",411,$119.91 ,$199.85 ,Husein,Augar
Wilone O'Kielt,India,Choco Coated Almonds,22-08-24,"$3,284.22 ",230,$98.53 ,$164.21 ,Wilone,O'Kielt
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22-04-24,"$4,609.67 ",58,$138.29 ,$230.48 ,Wilone,O'Kielt
Kaine Padly,UK,Choco Coated Almonds,03-08-24,"$9,412.06 ",123,$282.36 ,$470.60 ,Kaine,Padly
Dennison Crosswaite,New Zealand,Organic Choco Syrup,04-01-24,$427.36 ,249,$12.82 ,$21.37 ,Dennison,Crosswaite
Kelci Walkden,Canada,After Nines,13-01-24,"$19,449.02 ",204,$583.47 ,$972.45 ,Kelci,Walkden
Van Tuxwell,Australia,Baker's Choco Chips,11-05-24,"$14,122.44 ",32,$423.67 ,$706.12 ,Van,Tuxwell
Husein Augar,New Zealand,Peanut Butter Cubes,16-02-24,"$2,257.14 ",231,$67.71 ,$112.86 ,Husein,Augar
Kaine Padly,UK,Caramel Stuffed Bars,20-05-24,"$11,334.21 ",72,$340.03 ,$566.71 ,Kaine,Padly
Jehu Rudeforth,UK,Drinking Coco,03-02-24,"$7,865.93 ",436,$235.98 ,$393.30 ,Jehu,Rudeforth
Beverie Moffet,India,Manuka Honey Choco,06-05-24,"$11,462.32 ",172,$343.87 ,$573.12 ,Beverie,Moffet
Gunar Cockshoot,UK,Choco Coated Almonds,30-06-24,"$6,154.53 ",132,$184.64 ,$307.73 ,Gunar,Cockshoot
Gunar Cockshoot,UK,Smooth Sliky Salty,22-03-24,$867.50 ,143,$26.03 ,$43.38 ,Gunar,Cockshoot
Camilla Castle,Canada,Orange Choco,17-02-24,"$9,056.10 ",58,$271.68 ,$452.81 ,Camilla,Castle
Jehu Rudeforth,UK,85% Dark Bars,07-07-24,"$6,569.40 ",66,$197.08 ,$328.47 ,Jehu,Rudeforth
Oby Sorrel,UK,70% Dark Bites,16-03-24,"$7,431.00 ",180,$222.93 ,$371.55 ,Oby,Sorrel
Kelci Walkden,UK,99% Dark & Pure,12-08-24,"$3,672.65 ",124,$110.18 ,$183.63 ,Kelci,Walkden
Gigi Bohling,New Zealand,After Nines,21-01-24,"$6,464.80 ",189,$193.94 ,$323.24 ,Gigi,Bohling
Oby Sorrel,Australia,50% Dark Bites,06-05-24,$813.58 ,163,$24.41 ,$40.68 ,Oby,Sorrel
Oby Sorrel,Canada,50% Dark Bites,24-06-24,"$7,301.81 ",134,$219.05 ,$365.09 ,Oby,Sorrel
Barr Faughny,USA,White Choc,05-05-24,"$8,523.42 ",171,$255.70 ,$426.17 ,Barr,Faughny
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25-03-24,"$3,822.64 ",85,$114.68 ,$191.13 ,Rafaelita,Blaksland
Curtice Advani,Australia,Caramel Stuffed Bars,14-02-24,"$10,219.39 ",139,$306.58 ,$510.97 ,Curtice,Advani
Curtice Advani,New Zealand,85% Dark Bars,12-05-24,"$5,798.43 ",206,$173.95 ,$289.92 ,Curtice,Advani
Barr Faughny,New Zealand,Smooth Sliky Salty,25-01-24,"$4,487.01 ",184,$134.61 ,$224.35 ,Barr,Faughny
Ches Bonnell,UK,85% Dark Bars,28-06-24,"$17,237.67 ",13,$517.13 ,$861.88 ,Ches,Bonnell
Dennison Crosswaite,Australia,Drinking Coco,13-07-24,"$7,497.22 ",184,$224.92 ,$374.86 ,Dennison,Crosswaite
Roddy Speechley,USA,Milk Bars,16-05-24,"$3,034.06 ",245,$91.02 ,$151.70 ,Roddy,Speechley
Jan Morforth,India,After Nines,14-03-24,"$6,795.06 ",177,$203.85 ,$339.75 ,Jan,Morforth
Gunar Cockshoot,USA,After Nines,15-08-24,"$4,273.09 ",280,$128.19 ,$213.65 ,Gunar,Cockshoot
Ches Bonnell,India,Orange Choco,16-02-24,"$1,412.60 ",278,$42.38 ,$70.63 ,Ches,Bonnell
Mallorie Waber,UK,Manuka Honey Choco,15-06-24,"$9,852.89 ",43,$295.59 ,$492.64 ,Mallorie,Waber
Barr Faughny,Australia,Raspberry Choco,27-05-24,"$10,744.23 ",105,$322.33 ,$537.21 ,Barr,Faughny
Wilone O'Kielt,USA,Drinking Coco,14-06-24,"$1,213.63 ",101,$36.41 ,$60.68 ,Wilone,O'Kielt
Wilone O'Kielt,India,Eclairs,25-02-24,"$4,263.93 ",80,$127.92 ,$213.20 ,Wilone,O'Kielt
Wilone O'Kielt,India,After Nines,04-08-24,"$13,808.46 ",270,$414.25 ,$690.42 ,Wilone,O'Kielt
Kelci Walkden,India,99% Dark & Pure,28-06-24,"$2,411.93 ",248,$72.36 ,$120.60 ,Kelci,Walkden
Gunar Cockshoot,Canada,Spicy Special Slims,05-04-24,"$14,603.41 ",12,$438.10 ,$730.17 ,Gunar,Cockshoot
Madelene Upcott,Canada,Peanut Butter Cubes,05-07-24,"$17,813.77 ",120,$534.41 ,$890.69 ,Madelene,Upcott
Kaine Padly,New Zealand,Eclairs,20-01-24,"$14,346.28 ",48,$430.39 ,$717.31 ,Kaine,Padly
Ches Bonnell,New Zealand,Drinking Coco,16-02-24,"$10,009.51 ",144,$300.29 ,$500.48 ,Ches,Bonnell
Curtice Advani,UK,Drinking Coco,12-07-24,$494.27 ,186,$14.83 ,$24.71 ,Curtice,Advani
Kelci Walkden,India,Raspberry Choco,16-06-24,"$9,118.67 ",253,$273.56 ,$455.93 ,Kelci,Walkden
Dotty Strutley,Australia,Choco Coated Almonds,13-04-24,"$1,751.26 ",293,$52.54 ,$87.56 ,Dotty,Strutley
Kaine Padly,UK,50% Dark Bites,21-02-24,"$3,402.47 ",69,$102.07 ,$170.12 ,Kaine,Padly
Roddy Speechley,Canada,Choco Coated Almonds,11-05-24,"$6,841.28 ",237,$205.24 ,$342.06 ,Roddy,Speechley
Ches Bonnell,India,50% Dark Bites,15-04-24,"$12,584.46 ",328,$377.53 ,$629.22 ,Ches,Bonnell
Oby Sorrel,Canada,Peanut Butter Cubes,07-06-24,"$14,291.30 ",179,$428.74 ,$714.57 ,Oby,Sorrel
Oby Sorrel,UK,White Choc,27-06-24,"$1,998.41 ",303,$59.95 ,$99.92 ,Oby,Sorrel
Barr Faughny,India,After Nines,29-07-24,"$9,558.06 ",117,$286.74 ,$477.90 ,Barr,Faughny
Wilone O'Kielt,Canada,Smooth Sliky Salty,02-06-24,"$5,594.84 ",174,$167.85 ,$279.74 ,Wilone,O'Kielt
Rafaelita Blaksland,India,Mint Chip Choco,26-01-24,"$16,520.75 ",84,$495.62 ,$826.04 ,Rafaelita,Blaksland
Rafaelita Blaksland,Canada,99% Dark & Pure,02-03-24,"$5,545.62 ",139,$166.37 ,$277.28 ,Rafaelita,Blaksland
Van Tuxwell,Australia,70% Dark Bites,10-01-24,"$8,260.58 ",108,$247.82 ,$413.03 ,Van,Tuxwell
Beverie Moffet,USA,70% Dark Bites,27-06-24,"$2,636.16 ",110,$79.08 ,$131.81 ,Beverie,Moffet
Barr Faughny,Canada,Orange Choco,30-06-24,"$8,285.38 ",18,$248.56 ,$414.27 ,Barr,Faughny
Roddy Speechley,Australia,85% Dark Bars,08-07-24,"$4,590.00 ",78,$137.70 ,$229.50 ,Roddy,Speechley
Oby Sorrel,India,Spicy Special Slims,08-06-24,"$13,189.14 ",95,$395.67 ,$659.46 ,Oby,Sorrel
